#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_3:35890723-35889452  -            424 21465at71240         -            659   3.5e-34  117.4   4.1   1   4     0.037      0.82    7.1   0.0   211   253    31    73    16    74 0.75 -
scaffold_3:35890723-35889452  -            424 21465at71240         -            659   3.5e-34  117.4   4.1   2   4   2.5e-18   5.6e-17   60.6   0.1   178   320    64   202    51   207 0.90 -
scaffold_3:35890723-35889452  -            424 21465at71240         -            659   3.5e-34  117.4   4.1   3   4   1.5e-05   0.00032   18.4   0.0   227   301   179   249   175   258 0.53 -
scaffold_3:35890723-35889452  -            424 21465at71240         -            659   3.5e-34  117.4   4.1   4   4   6.6e-13   1.5e-11   42.7   0.2   173   287   291   407   269   417 0.91 -
scaffold_6:29757485-29758528  -            348 21465at71240         -            659   4.8e-34  117.0   0.9   1   3     8e-06   0.00018   19.2   0.0   187   253    12    78     2    82 0.92 -
scaffold_6:29757485-29758528  -            348 21465at71240         -            659   4.8e-34  117.0   0.9   2   3   1.6e-12   3.5e-11   41.4   0.0   182   288    42   149    36   159 0.90 -
scaffold_6:29757485-29758528  -            348 21465at71240         -            659   4.8e-34  117.0   0.9   3   3   1.3e-20   2.8e-19   68.2   0.2   455   643   149   338   138   346 0.94 -
scaffold_4:25755248-25761072  -            842 21465at71240         -            659   5.2e-34  116.8   1.5   1   3   5.8e-10   1.3e-08   32.9   0.0   182   344   125   283   107   315 0.75 -
scaffold_4:25755248-25761072  -            842 21465at71240         -            659   5.2e-34  116.8   1.5   2   3   3.5e-13   7.9e-12   43.6   0.4   181   341   326   482   296   519 0.82 -
scaffold_4:25755248-25761072  -            842 21465at71240         -            659   5.2e-34  116.8   1.5   3   3   2.1e-11   4.7e-10   37.7   0.0   178   290   525   639   503   647 0.90 -
scaffold_1:38436364-38434145  -            740 21465at71240         -            659   8.8e-34  116.1   0.0   1   4     5e-09   1.1e-07   29.8   0.0   174   290    82   199    72   214 0.91 -
scaffold_1:38436364-38434145  -            740 21465at71240         -            659   8.8e-34  116.1   0.0   2   4   9.6e-11   2.1e-09   35.5   0.0   171   285   214   326   201   330 0.92 -
scaffold_1:38436364-38434145  -            740 21465at71240         -            659   8.8e-34  116.1   0.0   3   4   3.1e-13     7e-12   43.7   0.1   174   346   315   485   311   490 0.89 -
scaffold_1:38436364-38434145  -            740 21465at71240         -            659   8.8e-34  116.1   0.0   4   4     0.014       0.3    8.6   0.0   153   289   489   639   486   645 0.73 -
scaffold_4:3923472-3925889    -            806 21465at71240         -            659   3.3e-33  114.2   2.1   1   4   4.4e-06   9.7e-05   20.1   0.0   194   302    32   136    15   148 0.58 -
scaffold_4:3923472-3925889    -            806 21465at71240         -            659   3.3e-33  114.2   2.1   2   4   4.9e-08   1.1e-06   26.6   0.1   177   295   147   266   139   278 0.92 -
scaffold_4:3923472-3925889    -            806 21465at71240         -            659   3.3e-33  114.2   2.1   3   4   2.2e-09     5e-08   31.0   0.0   178   341   281   442   268   468 0.86 -
scaffold_4:3923472-3925889    -            806 21465at71240         -            659   3.3e-33  114.2   2.1   4   4   6.5e-10   1.4e-08   32.8   0.1   169   286   477   597   458   604 0.83 -
scaffold_1:41240538-41239323  -            400 21465at71240         -            659   8.6e-33  112.8   0.2   1   4    0.0078      0.17    9.4   0.2   189   269    50   129    44   135 0.58 -
scaffold_1:41240538-41239323  -            400 21465at71240         -            659   8.6e-33  112.8   0.2   2   4   2.1e-15   4.8e-14   50.9   0.0   215   290   134   209   130   211 0.96 -
scaffold_1:41240538-41239323  -            400 21465at71240         -            659   8.6e-33  112.8   0.2   3   4   3.4e-08   7.5e-07   27.1   0.0   208   269   197   258   197   259 0.93 -
scaffold_1:41240538-41239323  -            400 21465at71240         -            659   8.6e-33  112.8   0.2   4   4   2.4e-08   5.3e-07   27.6   0.0   211   356   257   399   254   400 0.90 -
scaffold_6:27814354-27816513  -            720 21465at71240         -            659     1e-32  112.6   0.5   1   4     6e-06   0.00013   19.7   0.0   182   283     1   102     1   103 0.88 -
scaffold_6:27814354-27816513  -            720 21465at71240         -            659     1e-32  112.6   0.5   2   4   3.4e-15   7.7e-14   50.2   0.1   180   325   100   242    91   263 0.91 -
scaffold_6:27814354-27816513  -            720 21465at71240         -            659     1e-32  112.6   0.5   3   4   1.3e-06   2.8e-05   21.9   0.0   169   292   292   416   287   433 0.88 -
scaffold_6:27814354-27816513  -            720 21465at71240         -            659     1e-32  112.6   0.5   4   4   1.5e-07   3.3e-06   25.0   0.0   166   286   390   512   387   519 0.90 -
scaffold_6:27818880-27820394  -            505 21465at71240         -            659     1e-32  112.6   2.2   1   4   1.4e-08   3.1e-07   28.4   0.1   177   286     5   114     1   114 0.94 -
scaffold_6:27818880-27820394  -            505 21465at71240         -            659     1e-32  112.6   2.2   2   4   2.2e-14   4.9e-13   47.6   0.1   180   329   109   254    95   299 0.87 -
scaffold_6:27818880-27820394  -            505 21465at71240         -            659     1e-32  112.6   2.2   3   4     8e-06   0.00018   19.3   0.1   180   292   313   425   296   432 0.91 -
scaffold_6:27818880-27820394  -            505 21465at71240         -            659     1e-32  112.6   2.2   4   4   1.4e-06   3.1e-05   21.8   0.0   174   269   407   504   403   505 0.90 -
scaffold_7:2061393-2060782    -            204 21465at71240         -            659   2.3e-32  111.4   2.3   1   1   3.8e-33   8.4e-32  109.5   2.7   466   643    25   203    21   204 0.94 -
scaffold_5:2099276-2101159    -            482 21465at71240         -            659   2.8e-32  111.1   3.5   1   3   6.9e-12   1.5e-10   39.3   0.0   537   643   105   217    71   217 0.81 -
scaffold_5:2099276-2101159    -            482 21465at71240         -            659   2.8e-32  111.1   3.5   2   3   5.8e-17   1.3e-15   56.1   0.4   500   642   213   356   213   361 0.95 -
scaffold_5:2099276-2101159    -            482 21465at71240         -            659   2.8e-32  111.1   3.5   3   3     8e-05    0.0018   15.9   0.2   551   637   370   456   357   459 0.85 -
scaffold_1:35593126-35591021  -            702 21465at71240         -            659   3.1e-32  111.0   1.3   1   5   7.4e-11   1.7e-09   35.9   0.0   196   321    99   221    86   237 0.89 -
scaffold_1:35593126-35591021  -            702 21465at71240         -            659   3.1e-32  111.0   1.3   2   5   6.3e-05    0.0014   16.3   0.0   500   596   197   294   192   303 0.90 -
scaffold_1:35593126-35591021  -            702 21465at71240         -            659   3.1e-32  111.0   1.3   3   5   5.5e-12   1.2e-10   39.6   0.0   180   290   286   396   278   399 0.95 -
scaffold_1:35593126-35591021  -            702 21465at71240         -            659   3.1e-32  111.0   1.3   4   5     7e-08   1.6e-06   26.1   0.0   259   355   396   493   394   496 0.93 -
scaffold_1:35593126-35591021  -            702 21465at71240         -            659   3.1e-32  111.0   1.3   5   5      0.38       8.4    3.8   0.0   184   239   528   583   509   600 0.80 -
scaffold_35:1208989-1206569   -            807 21465at71240         -            659   6.8e-32  109.9  10.9   1   5   0.00071     0.016   12.8   0.0   180   269    58   147    53   156 0.91 -
scaffold_35:1208989-1206569   -            807 21465at71240         -            659   6.8e-32  109.9  10.9   2   5   7.8e-05    0.0017   16.0   0.1   582   639   159   212   147   219 0.77 -
scaffold_35:1208989-1206569   -            807 21465at71240         -            659   6.8e-32  109.9  10.9   3   5   1.3e-08   2.8e-07   28.5   0.7   197   383   254   433   245   451 0.80 -
scaffold_35:1208989-1206569   -            807 21465at71240         -            659   6.8e-32  109.9  10.9   4   5   0.00036     0.008   13.8   0.0   571   639   453   519   448   525 0.91 -
scaffold_35:1208989-1206569   -            807 21465at71240         -            659   6.8e-32  109.9  10.9   5   5     7e-12   1.6e-10   39.3   0.0   214   393   572   756   545   797 0.74 -
scaffold_494:2744-4633        -            630 21465at71240         -            659     1e-31  109.2   0.2   1   3   2.5e-05   0.00056   17.6   0.0   201   294     8    97     2   112 0.77 -
scaffold_494:2744-4633        -            630 21465at71240         -            659     1e-31  109.2   0.2   2   3   1.5e-15   3.3e-14   51.4   0.1   173   372   113   307   104   316 0.91 -
scaffold_494:2744-4633        -            630 21465at71240         -            659     1e-31  109.2   0.2   3   3   4.1e-11     9e-10   36.8   0.0   181   328   322   484   306   505 0.76 -
scaffold_3:6386418-6387734    -            439 21465at71240         -            659   1.2e-31  109.1   0.2   1   4   0.00014    0.0031   15.2   0.0   180   287    55   163    51   167 0.86 -
scaffold_3:6386418-6387734    -            439 21465at71240         -            659   1.2e-31  109.1   0.2   2   4   1.7e-12   3.7e-11   41.3   0.0   475   601   148   263   138   270 0.88 -
scaffold_3:6386418-6387734    -            439 21465at71240         -            659   1.2e-31  109.1   0.2   3   4   2.2e-09   4.8e-08   31.0   0.1   180   284   219   323   216   324 0.97 -
scaffold_3:6386418-6387734    -            439 21465at71240         -            659   1.2e-31  109.1   0.2   4   4   6.8e-12   1.5e-10   39.3   0.0   170   269   310   409   305   431 0.91 -
scaffold_3:7337925-7339262    -            446 21465at71240         -            659   1.4e-31  108.8   0.2   1   4   0.00014    0.0032   15.1   0.0   180   287    62   170    58   174 0.86 -
scaffold_3:7337925-7339262    -            446 21465at71240         -            659   1.4e-31  108.8   0.2   2   4   1.7e-12   3.8e-11   41.3   0.0   475   601   155   270   145   277 0.88 -
scaffold_3:7337925-7339262    -            446 21465at71240         -            659   1.4e-31  108.8   0.2   3   4   2.2e-09     5e-08   31.0   0.1   180   284   226   330   223   331 0.97 -
scaffold_3:7337925-7339262    -            446 21465at71240         -            659   1.4e-31  108.8   0.2   4   4     7e-12   1.6e-10   39.3   0.0   170   269   317   416   312   438 0.91 -
scaffold_9:6867910-6865916    -            665 21465at71240         -            659   2.5e-30  104.7   6.9   1   4    0.0015     0.033   11.8   0.0   558   639     8    85     2    93 0.71 -
scaffold_9:6867910-6865916    -            665 21465at71240         -            659   2.5e-30  104.7   6.9   2   4   3.9e-13   8.8e-12   43.4   1.6   171   453   132   409   110   412 0.90 -
scaffold_9:6867910-6865916    -            665 21465at71240         -            659   2.5e-30  104.7   6.9   3   4   4.2e-05   0.00092   16.9   0.1   181   287   342   450   321   456 0.80 -
scaffold_9:6867910-6865916    -            665 21465at71240         -            659   2.5e-30  104.7   6.9   4   4     8e-14   1.8e-12   45.7   0.0   172   270   435   535   427   551 0.83 -
scaffold_5:7657469-7655793    -            559 21465at71240         -            659   6.7e-30  103.3   0.2   1   3   9.2e-13     2e-11   42.2   0.1   180   286    49   147    35   150 0.93 -
scaffold_5:7657469-7655793    -            559 21465at71240         -            659   6.7e-30  103.3   0.2   2   3     1e-10   2.3e-09   35.4   0.0   163   285   124   247   122   251 0.92 -
scaffold_5:7657469-7655793    -            559 21465at71240         -            659   6.7e-30  103.3   0.2   3   3     4e-11   8.8e-10   36.8   0.0   180   287   243   351   236   365 0.93 -
scaffold_10:4069897-4068719   -            390 21465at71240         -            659   8.5e-30  102.9   0.0   1   3      0.51        11    3.4   0.0    96   130    75   111    49   117 0.47 -
scaffold_10:4069897-4068719   -            390 21465at71240         -            659   8.5e-30  102.9   0.0   2   3   2.2e-18   4.8e-17   60.8   0.1   188   321   120   254   113   259 0.92 -
scaffold_10:4069897-4068719   -            390 21465at71240         -            659   8.5e-30  102.9   0.0   3   3   5.3e-11   1.2e-09   36.4   0.0   486   610   248   382   233   388 0.84 -
scaffold_645:1962-1303        -            220 21465at71240         -            659   8.8e-30  102.9   3.1   1   2   4.1e-16   9.1e-15   53.3   0.2   512   639     8   136     1   136 0.93 -
scaffold_645:1962-1303        -            220 21465at71240         -            659   8.8e-30  102.9   3.1   2   2   2.8e-17   6.2e-16   57.1   0.3   520   643    86   210    85   217 0.95 -
scaffold_11:7776654-7775113   -            514 21465at71240         -            659   1.2e-29  102.4   1.1   1   3      0.34       7.5    4.0   0.0   481   530    95   145    80   163 0.80 -
scaffold_11:7776654-7775113   -            514 21465at71240         -            659   1.2e-29  102.4   1.1   2   3     2e-13   4.5e-12   44.4   0.0   196   374   119   300   110   306 0.84 -
scaffold_11:7776654-7775113   -            514 21465at71240         -            659   1.2e-29  102.4   1.1   3   3     2e-16   4.5e-15   54.3   0.3   179   358   311   493   296   499 0.75 -
scaffold_11:7776654-7766039   -            540 21465at71240         -            659   1.3e-29  102.3   1.1   1   3      0.37       8.1    3.9   0.0   481   530    95   145    79   162 0.80 -
scaffold_11:7776654-7766039   -            540 21465at71240         -            659   1.3e-29  102.3   1.1   2   3     5e-13   1.1e-11   43.1   0.0   201   374   124   300   120   307 0.80 -
scaffold_11:7776654-7766039   -            540 21465at71240         -            659   1.3e-29  102.3   1.1   3   3   1.7e-16   3.8e-15   54.5   0.3   179   359   311   494   296   517 0.78 -
scaffold_4:2725688-2717872    -            765 21465at71240         -            659   2.2e-29  101.6   9.9   1   4   8.6e-05    0.0019   15.8   1.6   195   292   197   289   190   317 0.82 -
scaffold_4:2725688-2717872    -            765 21465at71240         -            659   2.2e-29  101.6   9.9   2   4   1.3e-09   2.9e-08   31.8   0.1   242   322   320   400   305   414 0.66 -
scaffold_4:2725688-2717872    -            765 21465at71240         -            659   2.2e-29  101.6   9.9   3   4   5.3e-16   1.2e-14   52.9   0.1   170   304   434   567   420   573 0.86 -
scaffold_4:2725688-2717872    -            765 21465at71240         -            659   2.2e-29  101.6   9.9   4   4    0.0062      0.14    9.7   0.0   187   246   555   616   552   630 0.77 -
scaffold_1:39752319-39750457  -            621 21465at71240         -            659   3.4e-29  100.9   0.0   1   3   1.4e-16   3.2e-15   54.8   0.0   179   372    57   256    42   256 0.88 -
scaffold_1:39752319-39750457  -            621 21465at71240         -            659   3.4e-29  100.9   0.0   2   3   1.6e-08   3.5e-07   28.2   0.0   163   286   186   310   179   315 0.94 -
scaffold_1:39752319-39750457  -            621 21465at71240         -            659   3.4e-29  100.9   0.0   3   3   2.7e-09   5.9e-08   30.8   0.0   178   286   303   412   302   420 0.93 -
scaffold_4:14590393-14599420  -            618 21465at71240         -            659     4e-29  100.7   0.2   1   2   1.6e-13   3.6e-12   44.7   0.0   180   288    43   151    36   171 0.83 -
scaffold_4:14590393-14599420  -            618 21465at71240         -            659     4e-29  100.7   0.2   2   2   3.4e-16   7.5e-15   53.5   0.0   199   368   182   350   168   364 0.92 -
scaffold_7:23472018-23473877  -            620 21465at71240         -            659   7.4e-29   99.8   1.4   1   3   2.6e-12   5.7e-11   40.7   0.2   174   320    64   207    11   208 0.87 -
scaffold_7:23472018-23473877  -            620 21465at71240         -            659   7.4e-29   99.8   1.4   2   3   2.7e-12   6.1e-11   40.6   0.2   162   329   184   348   179   352 0.88 -
scaffold_7:23472018-23473877  -            620 21465at71240         -            659   7.4e-29   99.8   1.4   3   3   1.4e-09     3e-08   31.7   0.0   181   287   305   412   304   420 0.95 -
scaffold_7:24218345-24217524  -            274 21465at71240         -            659     1e-28   99.3   0.1   1   2     0.016      0.35    8.4   0.0   573   616     2    45     1    50 0.83 -
scaffold_7:24218345-24217524  -            274 21465at71240         -            659     1e-28   99.3   0.1   2   2   9.6e-27   2.1e-25   88.4   0.2   487   645    56   214    50   224 0.94 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   1   6       2.6        58    1.1   0.0   223   283    47   107    41   127 0.79 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   2   6   0.00011    0.0025   15.5   0.3   166   252   126   212   111   242 0.83 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   3   6   1.8e-06   3.9e-05   21.4   0.0   568   640   224   292   215   318 0.89 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   4   6   2.9e-07   6.5e-06   24.0   0.0   181   321   245   382   241   399 0.90 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   5   6    0.0053      0.12    9.9   0.1   157   220   424   488   418   557 0.77 -
scaffold_1:33399079-33401724  -            882 21465at71240         -            659   1.3e-28   99.0   2.7   6   6   1.4e-12   3.1e-11   41.6   0.0   180   296   564   682   550   696 0.90 -
scaffold_7:28438442-28436541  -            634 21465at71240         -            659   5.2e-28   97.0   1.5   1   3   6.8e-08   1.5e-06   26.1   0.1   177   325    51   195    47   198 0.96 -
scaffold_7:28438442-28436541  -            634 21465at71240         -            659   5.2e-28   97.0   1.5   2   3   1.2e-18   2.7e-17   61.6   0.1   164   360   200   393   196   425 0.88 -
scaffold_7:28438442-28436541  -            634 21465at71240         -            659   5.2e-28   97.0   1.5   3   3      0.68        15    3.0   0.0   570   599   468   497   463   508 0.87 -
scaffold_2:22689153-22690133  -            327 21465at71240         -            659     6e-28   96.8   2.8   1   3      0.43       9.6    3.6   0.0    26    51     1    26     1    30 0.94 -
scaffold_2:22689153-22690133  -            327 21465at71240         -            659     6e-28   96.8   2.8   2   3   5.1e-10   1.1e-08   33.1   0.2   218   357    29   170    18   171 0.90 -
scaffold_2:22689153-22690133  -            327 21465at71240         -            659     6e-28   96.8   2.8   3   3   4.7e-21     1e-19   69.6   0.3   192   359   145   314   127   317 0.82 -
scaffold_3:31663022-31664941  -            640 21465at71240         -            659   7.7e-28   96.5   0.3   1   3   1.3e-06   2.9e-05   21.9   0.0   193   289    32   124    22   128 0.91 -
scaffold_3:31663022-31664941  -            640 21465at71240         -            659   7.7e-28   96.5   0.3   2   3   2.4e-10   5.4e-09   34.2   0.1   181   341   117   278   116   298 0.85 -
scaffold_3:31663022-31664941  -            640 21465at71240         -            659   7.7e-28   96.5   0.3   3   3     2e-12   4.4e-11   41.1   0.0   153   286   296   431   274   438 0.88 -
scaffold_10:6823463-6821895   -            523 21465at71240         -            659   1.3e-27   95.7   0.0   1   4   4.2e-07   9.3e-06   23.5   0.0   179   288    64   174    48   179 0.91 -
scaffold_10:6823463-6821895   -            523 21465at71240         -            659   1.3e-27   95.7   0.0   2   4   1.8e-11     4e-10   37.9   0.1   222   354   174   302   171   308 0.91 -
scaffold_10:6823463-6821895   -            523 21465at71240         -            659   1.3e-27   95.7   0.0   3   4   1.2e-09   2.7e-08   31.9   0.1   179   286   298   406   297   409 0.93 -
scaffold_10:6823463-6821895   -            523 21465at71240         -            659   1.3e-27   95.7   0.0   4   4    0.0059      0.13    9.8   0.0   568   627   381   437   376   445 0.86 -
scaffold_1:2736388-2734595    -            598 21465at71240         -            659   1.6e-27   95.4   1.5   1   5   2.4e-06   5.4e-05   21.0   0.0   180   288    49   157    41   160 0.96 -
scaffold_1:2736388-2734595    -            598 21465at71240         -            659   1.6e-27   95.4   1.5   2   5   7.6e-09   1.7e-07   29.2   0.1   178   269   148   235   136   246 0.81 -
scaffold_1:2736388-2734595    -            598 21465at71240         -            659   1.6e-27   95.4   1.5   3   5   3.8e-14   8.5e-13   46.8   0.1   177   314   279   419   261   433 0.74 -
scaffold_1:2736388-2734595    -            598 21465at71240         -            659   1.6e-27   95.4   1.5   4   5       1.3        28    2.1   0.0   181   257   385   461   374   464 0.63 -
scaffold_1:2736388-2734595    -            598 21465at71240         -            659   1.6e-27   95.4   1.5   5   5       3.1        69    0.8   0.0   563   600   425   462   401   518 0.71 -
scaffold_5:6654023-6683838    -            533 21465at71240         -            659     2e-27   95.1   4.3   1   4   0.00011    0.0024   15.5   0.1   141   301    42   207     9   230 0.66 -
scaffold_5:6654023-6683838    -            533 21465at71240         -            659     2e-27   95.1   4.3   2   4   2.7e-09   6.1e-08   30.7   0.0   192   348   167   319   164   320 0.76 -
scaffold_5:6654023-6683838    -            533 21465at71240         -            659     2e-27   95.1   4.3   3   4     1e-16   2.3e-15   55.2   1.9   200   366   276   438   272   439 0.92 -
scaffold_5:6654023-6683838    -            533 21465at71240         -            659     2e-27   95.1   4.3   4   4     0.029      0.64    7.5   0.0    81   135   434   490   432   502 0.87 -
scaffold_6:23974843-23976438  -            532 21465at71240         -            659   3.1e-27   94.5   0.4   1   3   1.3e-10     3e-09   35.0   0.0   174   322    32   177    18   178 0.92 -
scaffold_6:23974843-23976438  -            532 21465at71240         -            659   3.1e-27   94.5   0.4   2   3   1.9e-09   4.3e-08   31.2   0.0   169   334   128   291   122   299 0.90 -
scaffold_6:23974843-23976438  -            532 21465at71240         -            659   3.1e-27   94.5   0.4   3   3   2.2e-12   4.9e-11   40.9   0.0   165   272   324   435   296   449 0.83 -
scaffold_1:3759214-3692816    -            268 21465at71240         -            659     4e-27   94.1   0.1   1   1     3e-28   6.6e-27   93.4   0.1   187   371    82   267    66   268 0.94 -
scaffold_1:39176664-39182173  -            949 21465at71240         -            659   1.4e-26   92.3   3.2   1   4   0.00016    0.0036   14.9   0.0   538   628   447   541   428   547 0.86 -
scaffold_1:39176664-39182173  -            949 21465at71240         -            659   1.4e-26   92.3   3.2   2   4   5.9e-10   1.3e-08   32.9   0.0   256   362   560   665   557   668 0.93 -
scaffold_1:39176664-39182173  -            949 21465at71240         -            659   1.4e-26   92.3   3.2   3   4   1.2e-10   2.7e-09   35.2   0.4   193   295   671   772   666   781 0.92 -
scaffold_1:39176664-39182173  -            949 21465at71240         -            659   1.4e-26   92.3   3.2   4   4     0.052       1.2    6.6   0.0   223   258   782   817   777   823 0.93 -
scaffold_10:17540355-17539792 -            188 21465at71240         -            659   1.5e-26   92.2   0.2   1   2   8.7e-12   1.9e-10   39.0   0.0   570   639     2    71     1    71 0.98 -
scaffold_10:17540355-17539792 -            188 21465at71240         -            659   1.5e-26   92.2   0.2   2   2   1.2e-15   2.7e-14   51.7   0.1   192   308    71   187    70   188 0.80 -
scaffold_559:24765-25295      -            177 21465at71240         -            659   1.9e-26   91.8   0.1   1   1   1.1e-26   2.4e-25   88.2   0.1   162   316     4   163     3   172 0.93 -
scaffold_6:29704098-29705891  -            598 21465at71240         -            659   1.9e-26   91.8   1.3   1   3   6.7e-16   1.5e-14   52.6   0.1   165   372    33   233    23   234 0.92 -
scaffold_6:29704098-29705891  -            598 21465at71240         -            659   1.9e-26   91.8   1.3   2   3   2.8e-07   6.1e-06   24.1   0.0   224   361   159   292   156   293 0.92 -
scaffold_6:29704098-29705891  -            598 21465at71240         -            659   1.9e-26   91.8   1.3   3   3   8.8e-09   1.9e-07   29.0   0.0   177   286   279   389   268   398 0.92 -
scaffold_5:24616922-24618235  -            438 21465at71240         -            659     3e-26   91.2   0.1   1   2   1.9e-10   4.1e-09   34.6   0.0   507   616   141   255   113   269 0.81 -
scaffold_5:24616922-24618235  -            438 21465at71240         -            659     3e-26   91.2   0.1   2   2   3.2e-16     7e-15   53.6   0.1   216   337   278   400   260   421 0.71 -
scaffold_7:24463119-24461182  -            646 21465at71240         -            659   8.5e-26   89.7   0.2   1   4       4.6     1e+02    0.2   0.0   199   257    72   131    60   137 0.78 -
scaffold_7:24463119-24461182  -            646 21465at71240         -            659   8.5e-26   89.7   0.2   2   4   7.8e-10   1.7e-08   32.5   0.0   195   313   139   257   131   271 0.88 -
scaffold_7:24463119-24461182  -            646 21465at71240         -            659   8.5e-26   89.7   0.2   3   4    0.0042     0.093   10.3   0.0   188   287   402   505   397   510 0.85 -
scaffold_7:24463119-24461182  -            646 21465at71240         -            659   8.5e-26   89.7   0.2   4   4   2.3e-12   5.2e-11   40.8   0.0   188   282   511   605   507   616 0.94 -
scaffold_7:1892467-1891961    -            169 21465at71240         -            659   1.5e-25   88.9   0.6   1   1   1.5e-26   3.4e-25   87.7   0.6   204   357    13   168     2   169 0.87 -
scaffold_2:7221923-7220616    -            436 21465at71240         -            659   2.3e-25   88.3   0.0   1   3   4.5e-15     1e-13   49.8   0.0   178   287    62   173    39   179 0.91 -
scaffold_2:7221923-7220616    -            436 21465at71240         -            659   2.3e-25   88.3   0.0   2   3   8.4e-08   1.9e-06   25.8   0.0   500   639   179   309   175   315 0.88 -
scaffold_2:7221923-7220616    -            436 21465at71240         -            659   2.3e-25   88.3   0.0   3   3     0.011      0.24    8.9   0.0   573   631   313   372   308   380 0.76 -
scaffold_5:6345012-6344029    -            328 21465at71240         -            659   2.8e-25   88.0   0.2   1   2   1.3e-17     3e-16   58.2   0.0   523   632   134   244    96   246 0.87 -
scaffold_5:6345012-6344029    -            328 21465at71240         -            659   2.8e-25   88.0   0.2   2   2     1e-10   2.3e-09   35.4   0.0   540   626   222   308   220   319 0.75 -
scaffold_2:9507983-9509221    -            413 21465at71240         -            659   4.5e-25   87.3   5.3   1   4       6.3   1.4e+02   -0.2   0.0   569   627    22    81    18    90 0.75 -
scaffold_2:9507983-9509221    -            413 21465at71240         -            659   4.5e-25   87.3   5.3   2   4   9.4e-08   2.1e-06   25.6   0.2   219   355    84   224    62   233 0.67 -
scaffold_2:9507983-9509221    -            413 21465at71240         -            659   4.5e-25   87.3   5.3   3   4   4.4e-14   9.8e-13   46.5   0.4   504   636   240   373   235   375 0.94 -
scaffold_2:9507983-9509221    -            413 21465at71240         -            659   4.5e-25   87.3   5.3   4   4   0.00013     0.003   15.2   0.0   567   605   374   412   373   413 0.95 -
scaffold_5:32909396-32908086  -            437 21465at71240         -            659   7.2e-25   86.6   0.4   1   2   4.6e-09     1e-07   29.9   0.0   512   616   145   254   111   278 0.74 -
scaffold_5:32909396-32908086  -            437 21465at71240         -            659   7.2e-25   86.6   0.4   2   2    0.0027      0.06   10.9   0.0   181   246   348   416   341   430 0.76 -
scaffold_4:3971574-3973115    -            514 21465at71240         -            659   9.2e-25   86.3   0.0   1   3   1.4e-10   3.2e-09   35.0   0.0   182   372    93   276    89   286 0.92 -
scaffold_4:3971574-3973115    -            514 21465at71240         -            659   9.2e-25   86.3   0.0   2   3   7.6e-14   1.7e-12   45.8   0.0   169   286   315   433   303   442 0.91 -
scaffold_4:3971574-3973115    -            514 21465at71240         -            659   9.2e-25   86.3   0.0   3   3       2.8        63    0.9   0.0   599   633   469   504   453   508 0.83 -
scaffold_6:23019636-23020874  -            413 21465at71240         -            659   1.3e-24   85.8   0.0   1   3   1.3e-06   2.8e-05   21.9   0.0   169   290    75   193    65   202 0.90 -
scaffold_6:23019636-23020874  -            413 21465at71240         -            659   1.3e-24   85.8   0.0   2   3   1.6e-09   3.5e-08   31.5   0.1   168   292   202   327   195   329 0.93 -
scaffold_6:23019636-23020874  -            413 21465at71240         -            659   1.3e-24   85.8   0.0   3   3   1.1e-10   2.5e-09   35.3   0.0   181   269   317   406   315   412 0.94 -
scaffold_3:36495261-36497362  -            631 21465at71240         -            659   2.7e-24   84.8   0.9   1   3     8e-09   1.8e-07   29.2   0.0   185   310    12   133     4   144 0.88 -
scaffold_3:36495261-36497362  -            631 21465at71240         -            659   2.7e-24   84.8   0.9   2   3   5.6e-07   1.2e-05   23.1   0.0   527   630   156   255   139   271 0.86 -
scaffold_3:36495261-36497362  -            631 21465at71240         -            659   2.7e-24   84.8   0.9   3   3   2.7e-08   5.9e-07   27.5   0.8   499   628   299   426   287   435 0.82 -
scaffold_10:16718731-16719183 -            151 21465at71240         -            659     5e-24   83.9   0.0   1   1   3.9e-25   8.7e-24   83.1   0.0   223   367     4   148     2   151 0.61 -
scaffold_4:6459518-6461547    -            629 21465at71240         -            659   5.8e-24   83.6   0.1   1   3     0.016      0.36    8.3   0.0   197   287    28   115    25   123 0.89 -
