#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   1   2  4.4e-156  9.7e-155  515.9  14.0    17   421   122   567   112   581 0.91 -
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   2   2    3e-187  6.6e-186  619.0   1.9   417   811   615  1027   598  1027 0.96 -
scaffold_7:23472018-23473877  -            620 7941at71240          -            811   9.8e-23   79.3   2.1   1   3   9.6e-05    0.0021   15.3   0.2   658   780    22   146    12   151 0.81 -
scaffold_7:23472018-23473877  -            620 7941at71240          -            811   9.8e-23   79.3   2.1   2   3   1.5e-08   3.3e-07   27.9   0.0   239   340   157   255   148   281 0.71 -
scaffold_7:23472018-23473877  -            620 7941at71240          -            811   9.8e-23   79.3   2.1   3   3   3.3e-10   7.4e-09   33.4   0.1   646   779   281   414   264   425 0.85 -
scaffold_9:9479500-9478586    -            305 7941at71240          -            811   1.4e-22   78.8   1.3   1   3   1.5e-11   3.4e-10   37.8   0.0   616   765     3   158     1   161 0.86 -
scaffold_9:9479500-9478586    -            305 7941at71240          -            811   1.4e-22   78.8   1.3   2   3   8.6e-13   1.9e-11   41.9   0.1   669   800   129   262   121   263 0.92 -
scaffold_9:9479500-9478586    -            305 7941at71240          -            811   1.4e-22   78.8   1.3   3   3    0.0018      0.04   11.1   0.0   203   254   253   304   248   305 0.83 -
scaffold_4:34109055-34099585  -            322 7941at71240          -            811   1.4e-22   78.7   3.9   1   3    0.0018      0.04   11.1   0.0   753   789     1    37     1    53 0.64 -
scaffold_4:34109055-34099585  -            322 7941at71240          -            811   1.4e-22   78.7   3.9   2   3   2.6e-17   5.8e-16   56.9   1.2   637   800    69   235    62   246 0.88 -
scaffold_4:34109055-34099585  -            322 7941at71240          -            811   1.4e-22   78.7   3.9   3   3    0.0067      0.15    9.2   0.1   698   759   238   299   235   314 0.79 -
scaffold_1:35593126-35591021  -            702 7941at71240          -            811   1.7e-22   78.5   0.1   1   4   3.3e-06   7.3e-05   20.2   0.0   281   394   110   227    88   244 0.82 -
scaffold_1:35593126-35591021  -            702 7941at71240          -            811   1.7e-22   78.5   0.1   2   4   4.2e-09   9.4e-08   29.7   0.0   239   363   271   396   245   402 0.89 -
scaffold_1:35593126-35591021  -            702 7941at71240          -            811   1.7e-22   78.5   0.1   3   4   1.1e-06   2.4e-05   21.8   0.0   313   782   412   465   395   494 0.47 -
scaffold_1:35593126-35591021  -            702 7941at71240          -            811   1.7e-22   78.5   0.1   4   4       0.6        13    2.8   0.0   651   746   471   565   467   571 0.72 -
scaffold_10:4069897-4068719   -            390 7941at71240          -            811   3.7e-22   77.4   0.0   1   3   1.9e-11   4.3e-10   37.5   0.0   655   780    61   188    54   193 0.57 -
scaffold_10:4069897-4068719   -            390 7941at71240          -            811   3.7e-22   77.4   0.0   2   3   2.9e-07   6.5e-06   23.6   0.0   645   752   190   297   187   309 0.90 -
scaffold_10:4069897-4068719   -            390 7941at71240          -            811   3.7e-22   77.4   0.0   3   3   0.00033    0.0073   13.5   0.0   717   792   302   381   297   388 0.87 -
scaffold_1:24350615-24349410  -            402 7941at71240          -            811   4.5e-22   77.1   0.1   1   1   2.3e-23   5.1e-22   76.9   0.1   423   807     3   401     1   402 0.83 -
scaffold_5:7657469-7655793    -            559 7941at71240          -            811   6.7e-22   76.5   0.2   1   2   1.9e-14   4.2e-13   47.4   0.0   606   788    18   190     8   199 0.87 -
scaffold_5:7657469-7655793    -            559 7941at71240          -            811   6.7e-22   76.5   0.2   2   2   2.8e-07   6.3e-06   23.7   0.0   704   802   277   373   271   381 0.88 -
scaffold_4:2725688-2717872    -            765 7941at71240          -            811   7.6e-22   76.3   8.2   1   4    0.0021     0.046   10.9   0.8   246   365   167   292   131   302 0.78 -
scaffold_4:2725688-2717872    -            765 7941at71240          -            811   7.6e-22   76.3   8.2   2   4   2.8e-07   6.2e-06   23.7   0.0    87   172   311   398   294   433 0.84 -
scaffold_4:2725688-2717872    -            765 7941at71240          -            811   7.6e-22   76.3   8.2   3   4   0.00042    0.0092   13.2   0.0   471   526   446   499   415   502 0.84 -
scaffold_4:2725688-2717872    -            765 7941at71240          -            811   7.6e-22   76.3   8.2   4   4   2.1e-09   4.6e-08   30.7   0.1   661   748   501   594   498   609 0.85 -
scaffold_4:3923472-3925889    -            806 7941at71240          -            811   1.4e-21   75.4   0.1   1   5   3.9e-06   8.7e-05   19.9   0.0   720   797    33   106    26   118 0.77 -
scaffold_4:3923472-3925889    -            806 7941at71240          -            811   1.4e-21   75.4   0.1   2   5     0.053       1.2    6.2   0.1   121   173   138   186   113   205 0.47 -
scaffold_4:3923472-3925889    -            806 7941at71240          -            811   1.4e-21   75.4   0.1   3   5   8.6e-07   1.9e-05   22.1   0.0   678   787   226   330   215   347 0.84 -
scaffold_4:3923472-3925889    -            806 7941at71240          -            811   1.4e-21   75.4   0.1   4   5    0.0016     0.035   11.3   0.0   245   361   375   495   364   501 0.80 -
scaffold_4:3923472-3925889    -            806 7941at71240          -            811   1.4e-21   75.4   0.1   5   5     0.013      0.29    8.2   0.0   687   776   502   597   495   608 0.73 -
scaffold_6:27814354-27816513  -            720 7941at71240          -            811   2.2e-21   74.8   0.1   1   5    0.0039     0.087   10.0   0.0   717   760    11    54     2    74 0.86 -
scaffold_6:27814354-27816513  -            720 7941at71240          -            811   2.2e-21   74.8   0.1   2   5   1.4e-05   0.00031   18.1   0.0   676   751    72   146    68   160 0.86 -
scaffold_6:27814354-27816513  -            720 7941at71240          -            811   2.2e-21   74.8   0.1   3   5     0.018      0.41    7.8   0.0   134   180   167   213   160   227 0.89 -
scaffold_6:27814354-27816513  -            720 7941at71240          -            811   2.2e-21   74.8   0.1   4   5     0.056       1.3    6.2   0.0    71   154   275   356   236   366 0.72 -
scaffold_6:27814354-27816513  -            720 7941at71240          -            811   2.2e-21   74.8   0.1   5   5   8.3e-08   1.9e-06   25.4   0.0   645   776   381   512   364   520 0.89 -
scaffold_1:26774609-26773272  -            446 7941at71240          -            811   1.1e-20   72.5   0.0   1   4   0.00047     0.011   13.0   0.0    62   162    54   154    31   170 0.87 -
scaffold_1:26774609-26773272  -            446 7941at71240          -            811   1.1e-20   72.5   0.0   2   4    0.0057      0.13    9.5   0.1    59   159   119   220   119   228 0.64 -
scaffold_1:26774609-26773272  -            446 7941at71240          -            811   1.1e-20   72.5   0.0   3   4   1.4e-09   3.2e-08   31.3   0.0    74   162   203   300   201   312 0.74 -
scaffold_1:26774609-26773272  -            446 7941at71240          -            811   1.1e-20   72.5   0.0   4   4   1.1e-05   0.00025   18.4   0.0   702   780   307   387   302   393 0.85 -
scaffold_9:7846464-7845259    -            402 7941at71240          -            811   1.1e-20   72.4   5.5   1   2   2.4e-12   5.3e-11   40.5   1.9   618   780    20   184    10   188 0.92 -
scaffold_9:7846464-7845259    -            402 7941at71240          -            811   1.1e-20   72.4   5.5   2   2     2e-10   4.4e-09   34.1   0.1   517   698   189   377   181   401 0.82 -
scaffold_6:33061485-33063296  -            604 7941at71240          -            811   1.9e-20   71.7   0.1   1   4   2.8e-06   6.3e-05   20.4   0.0   622   764    32   176    25   181 0.88 -
scaffold_6:33061485-33063296  -            604 7941at71240          -            811   1.9e-20   71.7   0.1   2   4   1.9e-06   4.1e-05   21.0   0.0   604   779   185   359   174   369 0.85 -
scaffold_6:33061485-33063296  -            604 7941at71240          -            811   1.9e-20   71.7   0.1   3   4   6.6e-07   1.5e-05   22.5   0.0   710   800   391   477   377   488 0.86 -
scaffold_6:33061485-33063296  -            604 7941at71240          -            811   1.9e-20   71.7   0.1   4   4         3        67    0.4   0.0   202   263   534   594   497   600 0.57 -
scaffold_7:28438442-28436541  -            634 7941at71240          -            811   2.9e-20   71.1   0.1   1   3   0.00011    0.0025   15.1   0.0   703   744   153   194    98   198 0.80 -
scaffold_7:28438442-28436541  -            634 7941at71240          -            811   2.9e-20   71.1   0.1   2   3   2.2e-14   4.8e-13   47.2   0.0   620   791   201   369   192   375 0.58 -
scaffold_7:28438442-28436541  -            634 7941at71240          -            811   2.9e-20   71.1   0.1   3   3      0.17       3.8    4.6   0.0   624   691   372   439   364   505 0.40 -
scaffold_10:6823463-6821895   -            523 7941at71240          -            811     3e-20   71.1   0.3   1   3     0.019      0.43    7.7   0.0   249   357    60   170    49   172 0.80 -
scaffold_10:6823463-6821895   -            523 7941at71240          -            811     3e-20   71.1   0.3   2   3   6.3e-16   1.4e-14   52.3   0.4   226   417   170   364   166   368 0.93 -
scaffold_10:6823463-6821895   -            523 7941at71240          -            811     3e-20   71.1   0.3   3   3    0.0002    0.0044   14.3   0.1   701   777   330   407   312   421 0.87 -
scaffold_1:39176664-39182173  -            949 7941at71240          -            811   3.2e-20   71.0   0.2   1   3     0.013      0.29    8.3   0.0   718   777   482   542   478   551 0.86 -
scaffold_1:39176664-39182173  -            949 7941at71240          -            811   3.2e-20   71.0   0.2   2   3   9.7e-07   2.2e-05   21.9   0.0   679   786   560   669   555   677 0.91 -
scaffold_1:39176664-39182173  -            949 7941at71240          -            811   3.2e-20   71.0   0.2   3   3     1e-15   2.3e-14   51.6   0.0   615   746   633   768   631   781 0.89 -
scaffold_5:6654023-6683838    -            533 7941at71240          -            811   5.9e-20   70.1   0.6   1   5     0.051       1.1    6.3   0.0   259   356    59   157    41   168 0.74 -
scaffold_5:6654023-6683838    -            533 7941at71240          -            811   5.9e-20   70.1   0.6   2   5     0.028      0.62    7.2   0.0   684   776   135   230   125   235 0.77 -
scaffold_5:6654023-6683838    -            533 7941at71240          -            811   5.9e-20   70.1   0.6   3   5   4.5e-09   9.9e-08   29.6   0.0   203   341   170   309   164   321 0.84 -
scaffold_5:6654023-6683838    -            533 7941at71240          -            811   5.9e-20   70.1   0.6   4   5   7.1e-07   1.6e-05   22.4   0.4   704   791   325   408   316   415 0.81 -
scaffold_5:6654023-6683838    -            533 7941at71240          -            811   5.9e-20   70.1   0.6   5   5      0.18       4.1    4.5   0.0   650   675   430   455   418   470 0.69 -
scaffold_2:27095972-27108392  -            503 7941at71240          -            811   6.8e-20   69.9   4.5   1   3   4.5e-05     0.001   16.4   0.0    67   160     3    96     1   103 0.91 -
scaffold_2:27095972-27108392  -            503 7941at71240          -            811   6.8e-20   69.9   4.5   2   3   9.5e-12   2.1e-10   38.5   0.7   627   775    95   247    82   254 0.88 -
scaffold_2:27095972-27108392  -            503 7941at71240          -            811   6.8e-20   69.9   4.5   3   3   6.5e-05    0.0014   15.9   0.1   688   783   262   362   254   378 0.83 -
scaffold_3:32134053-32131571  -            525 7941at71240          -            811   7.5e-20   69.7   2.0   1   3     1e-10   2.2e-09   35.1   0.1   633   759   143   272   126   317 0.86 -
scaffold_3:32134053-32131571  -            525 7941at71240          -            811   7.5e-20   69.7   2.0   2   3   2.6e-07   5.8e-06   23.8   0.1   479   556   331   411   320   430 0.70 -
scaffold_3:32134053-32131571  -            525 7941at71240          -            811   7.5e-20   69.7   2.0   3   3     0.012      0.26    8.4   0.0   653   755   449   517   412   521 0.60 -
scaffold_5:6345012-6344029    -            328 7941at71240          -            811   7.6e-20   69.7   0.1   1   3   8.8e-07     2e-05   22.1   0.0    95   165   129   197    88   202 0.77 -
scaffold_5:6345012-6344029    -            328 7941at71240          -            811   7.6e-20   69.7   0.1   2   3   3.2e-07   7.1e-06   23.5   0.0   123   178   190   245   188   248 0.91 -
scaffold_5:6345012-6344029    -            328 7941at71240          -            811   7.6e-20   69.7   0.1   3   3   6.9e-08   1.5e-06   25.7   0.0   108   172   245   309   242   317 0.85 -
scaffold_14:1968379-1966373   -            669 7941at71240          -            811   9.9e-20   69.3   1.1   1   4   0.00087     0.019   12.1   0.0   109   178    90   159    41   190 0.66 -
scaffold_14:1968379-1966373   -            669 7941at71240          -            811   9.9e-20   69.3   1.1   2   4     2e-05   0.00045   17.5   0.0   714   772   263   321   231   330 0.85 -
scaffold_14:1968379-1966373   -            669 7941at71240          -            811   9.9e-20   69.3   1.1   3   4   2.1e-06   4.6e-05   20.8   0.0   709   793   328   408   317   418 0.85 -
scaffold_14:1968379-1966373   -            669 7941at71240          -            811   9.9e-20   69.3   1.1   4   4   0.00013    0.0028   14.9   0.1   528   650   413   536   408   545 0.89 -
scaffold_3:31663022-31664941  -            640 7941at71240          -            811     1e-19   69.3   0.1   1   3   0.00011    0.0024   15.2   0.0   237   329    33   126    25   132 0.86 -
scaffold_3:31663022-31664941  -            640 7941at71240          -            811     1e-19   69.3   0.1   2   3   1.1e-11   2.4e-10   38.3   0.0   544   765    57   283    54   327 0.77 -
scaffold_3:31663022-31664941  -            640 7941at71240          -            811     1e-19   69.3   0.1   3   3   0.00011    0.0024   15.1   0.0   719   792   307   376   296   391 0.77 -
scaffold_14:2003814-2001757   -            686 7941at71240          -            811   1.7e-19   68.6   0.9   1   5    0.0012     0.028   11.6   0.0   109   179   107   177    68   205 0.78 -
scaffold_14:2003814-2001757   -            686 7941at71240          -            811   1.7e-19   68.6   0.9   2   5   3.1e-05   0.00068   17.0   0.0   714   771   280   337   249   346 0.85 -
scaffold_14:2003814-2001757   -            686 7941at71240          -            811   1.7e-19   68.6   0.9   3   5   2.1e-06   4.7e-05   20.8   0.0   709   793   345   425   334   435 0.85 -
scaffold_14:2003814-2001757   -            686 7941at71240          -            811   1.7e-19   68.6   0.9   4   5   9.6e-09   2.1e-07   28.5   0.0   700   805   371   472   357   477 0.87 -
scaffold_14:2003814-2001757   -            686 7941at71240          -            811   1.7e-19   68.6   0.9   5   5   0.00013    0.0029   14.8   0.1   528   649   430   552   425   561 0.89 -
scaffold_11:7448555-7450624   -            690 7941at71240          -            811   1.8e-19   68.5   0.9   1   4    0.0019     0.042   11.0   0.0   112   178   114   180    62   225 0.52 -
scaffold_11:7448555-7450624   -            690 7941at71240          -            811   1.8e-19   68.5   0.9   2   4   0.00018    0.0039   14.5   0.0   714   771   284   341   253   350 0.78 -
scaffold_11:7448555-7450624   -            690 7941at71240          -            811   1.8e-19   68.5   0.9   3   4   2.8e-11   6.3e-10   36.9   0.0   651   793   288   429   282   439 0.85 -
scaffold_11:7448555-7450624   -            690 7941at71240          -            811   1.8e-19   68.5   0.9   4   4   4.8e-05    0.0011   16.3   0.1   528   650   434   557   427   565 0.89 -
scaffold_4:8237221-8239097    -            262 7941at71240          -            811   2.1e-19   68.3   0.3   1   3      0.55        12    2.9   0.0   287   339    30    83    21    92 0.76 -
scaffold_4:8237221-8239097    -            262 7941at71240          -            811   2.1e-19   68.3   0.3   2   3   2.1e-11   4.6e-10   37.4   0.0   653   771    77   199    73   203 0.88 -
scaffold_4:8237221-8239097    -            262 7941at71240          -            811   2.1e-19   68.3   0.3   3   3   4.4e-11   9.8e-10   36.3   0.1   654   764   149   262   149   262 0.94 -
scaffold_5:8154660-8155325    -            222 7941at71240          -            811   2.7e-19   67.9   0.0   1   1   2.3e-20   5.2e-19   67.0   0.0   622   791    24   198    14   216 0.88 -
scaffold_6:23019636-23020874  -            413 7941at71240          -            811   3.9e-19   67.4   0.4   1   2   1.3e-09   2.9e-08   31.4   0.1   603   783    53   227    42   230 0.85 -
scaffold_6:23019636-23020874  -            413 7941at71240          -            811   3.9e-19   67.4   0.4   2   2   7.8e-13   1.7e-11   42.1   0.0   562   785   176   397   172   412 0.87 -
scaffold_10:15252633-15253769 -            379 7941at71240          -            811   6.2e-19   66.7   0.1   1   1   1.5e-19   3.4e-18   64.3   0.1   674   797   203   326   193   343 0.82 -
scaffold_6:29704098-29705891  -            598 7941at71240          -            811   1.1e-18   65.9   0.2   1   3   1.2e-08   2.6e-07   28.3   0.0   242   390    37   188    20   191 0.91 -
scaffold_6:29704098-29705891  -            598 7941at71240          -            811   1.1e-18   65.9   0.2   2   3    0.0053      0.12    9.5   0.0   715   759   191   236   186   247 0.65 -
scaffold_6:29704098-29705891  -            598 7941at71240          -            811   1.1e-18   65.9   0.2   3   3   2.9e-06   6.4e-05   20.4   0.0   647   777   260   390   258   398 0.85 -
scaffold_4:3971574-3973115    -            514 7941at71240          -            811   1.1e-18   65.8   0.0   1   5     0.062       1.4    6.0   0.0   713   758    99   144    90   170 0.81 -
scaffold_4:3971574-3973115    -            514 7941at71240          -            811   1.1e-18   65.8   0.0   2   5      0.37       8.3    3.4   0.0    85   177   142   233   138   236 0.75 -
scaffold_4:3971574-3973115    -            514 7941at71240          -            811   1.1e-18   65.8   0.0   3   5    0.0016     0.036   11.3   0.0   687   767   207   286   204   303 0.70 -
scaffold_4:3971574-3973115    -            514 7941at71240          -            811   1.1e-18   65.8   0.0   4   5   2.7e-08     6e-07   27.1   0.0   718   789   309   376   299   379 0.92 -
scaffold_4:3971574-3973115    -            514 7941at71240          -            811   1.1e-18   65.8   0.0   5   5   6.7e-08   1.5e-06   25.7   0.0   705   776   362   433   361   439 0.96 -
scaffold_4:14590393-14599420  -            618 7941at71240          -            811   1.6e-18   65.4   0.1   1   3   6.4e-09   1.4e-07   29.1   0.0   626   787    33   210     1   215 0.66 -
scaffold_4:14590393-14599420  -            618 7941at71240          -            811   1.6e-18   65.4   0.1   2   3    0.0006     0.013   12.7   0.0   283   787   157   245   149   256 0.58 -
scaffold_4:14590393-14599420  -            618 7941at71240          -            811   1.6e-18   65.4   0.1   3   3   5.5e-09   1.2e-07   29.3   0.0   627   757   220   354   212   367 0.79 -
scaffold_7:3550090-3549794    -             99 7941at71240          -            811   2.4e-18   64.8   0.0   1   1   1.2e-19   2.6e-18   64.6   0.0   706   802     1    97     1    99 0.98 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   1   6     0.068       1.5    5.9   0.0   708   785    54   127    18   149 0.72 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   2   6      0.25       5.5    4.0   0.0   514   558    91   138    85   181 0.73 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   3   6   0.00012    0.0027   15.0   0.0   108   159   189   239   173   245 0.84 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   4   6      0.15       3.4    4.7   0.0   677   759   257   348   245   364 0.67 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   5   6   3.8e-08   8.4e-07   26.6   0.1   633   776   322   466   313   470 0.68 -
scaffold_10:17416504-17414405 -            700 7941at71240          -            811   3.9e-18   64.1   3.5   6   6   4.7e-05     0.001   16.3   0.1   649   781   441   573   439   577 0.83 -
scaffold_8:4958813-4956316    -            371 7941at71240          -            811   4.2e-18   63.9   0.1   1   3     3e-07   6.6e-06   23.6   0.0    96   173   118   194   112   197 0.90 -
scaffold_8:4958813-4956316    -            371 7941at71240          -            811   4.2e-18   63.9   0.1   2   3   6.8e-10   1.5e-08   32.3   0.0   697   784   220   307   205   309 0.86 -
scaffold_8:4958813-4956316    -            371 7941at71240          -            811   4.2e-18   63.9   0.1   3   3       1.2        27    1.8   0.0   265   295   309   339   305   349 0.77 -
scaffold_9:4585358-4585675    -            106 7941at71240          -            811   4.4e-18   63.9   0.0   1   1   3.1e-05    0.0007   16.9   0.0   701   740    66   105    61   106 0.87 -
scaffold_32:685846-682291     -            379 7941at71240          -            811   7.5e-18   63.1   0.1   1   2   2.4e-08   5.4e-07   27.2   0.0   676   777   128   232   122   239 0.86 -
scaffold_32:685846-682291     -            379 7941at71240          -            811   7.5e-18   63.1   0.1   2   2   5.5e-10   1.2e-08   32.6   0.0   717   785   242   310   227   329 0.89 -
scaffold_6:22578422-22588194  -           1044 7941at71240          -            811   7.5e-18   63.1   0.3   1   2   4.7e-18     1e-16   59.3   0.0   133   331   525   736   503   743 0.83 -
scaffold_6:22578422-22588194  -           1044 7941at71240          -            811   7.5e-18   63.1   0.3   2   2       3.6        81    0.2   0.1    81   528   753   799   744   855 0.47 -
scaffold_6:19277560-19278726  -            389 7941at71240          -            811   9.2e-18   62.8   0.4   1   3       1.1        23    2.0   0.0   463   518    68   124    10   155 0.52 -
scaffold_6:19277560-19278726  -            389 7941at71240          -            811   9.2e-18   62.8   0.4   2   3   5.4e-12   1.2e-10   39.3   0.0   697   783   204   291   187   292 0.91 -
scaffold_6:19277560-19278726  -            389 7941at71240          -            811   9.2e-18   62.8   0.4   3   3   1.6e-07   3.7e-06   24.5   0.0   703   807   281   385   279   388 0.95 -
scaffold_3:6386418-6387734    -            439 7941at71240          -            811     1e-17   62.7   0.1   1   5    0.0027     0.061   10.5   0.0   709   760    59   111    46   161 0.76 -
scaffold_3:6386418-6387734    -            439 7941at71240          -            811     1e-17   62.7   0.1   2   5       1.6        36    1.3   0.0   134   176   123   165   115   175 0.74 -
scaffold_3:6386418-6387734    -            439 7941at71240          -            811     1e-17   62.7   0.1   3   5     0.011      0.24    8.5   0.0   681   742   163   225   135   228 0.70 -
scaffold_3:6386418-6387734    -            439 7941at71240          -            811     1e-17   62.7   0.1   4   5    0.0005     0.011   12.9   0.0   110   161   227   278   225   290 0.88 -
scaffold_3:6386418-6387734    -            439 7941at71240          -            811     1e-17   62.7   0.1   5   5   1.4e-07     3e-06   24.7   0.0   677   761   293   376   278   395 0.86 -
scaffold_3:7337925-7339262    -            446 7941at71240          -            811   1.1e-17   62.5   0.1   1   5    0.0028     0.063   10.5   0.0   709   760    66   118    53   168 0.76 -
scaffold_3:7337925-7339262    -            446 7941at71240          -            811   1.1e-17   62.5   0.1   2   5       1.7        38    1.2   0.0   134   176   130   172   122   180 0.74 -
scaffold_3:7337925-7339262    -            446 7941at71240          -            811   1.1e-17   62.5   0.1   3   5     0.011      0.25    8.5   0.0   681   742   170   232   142   235 0.70 -
scaffold_3:7337925-7339262    -            446 7941at71240          -            811   1.1e-17   62.5   0.1   4   5   0.00052     0.011   12.9   0.0   110   161   234   285   232   297 0.88 -
scaffold_3:7337925-7339262    -            446 7941at71240          -            811   1.1e-17   62.5   0.1   5   5   1.5e-07   3.4e-06   24.6   0.0   678   761   301   383   291   402 0.86 -
scaffold_4:12452585-12454405  -            607 7941at71240          -            811   1.2e-17   62.5   0.1   1   3   8.1e-08   1.8e-06   25.5   0.0   615   761    98   245    66   252 0.87 -
scaffold_4:12452585-12454405  -            607 7941at71240          -            811   1.2e-17   62.5   0.1   2   3   7.9e-07   1.7e-05   22.2   0.0   714   791   269   342   261   350 0.89 -
scaffold_4:12452585-12454405  -            607 7941at71240          -            811   1.2e-17   62.5   0.1   3   3    0.0034     0.075   10.2   0.0   119   176   343   401   340   421 0.79 -
scaffold_2:27179897-27178689  -            403 7941at71240          -            811   1.5e-17   62.1   5.9   1   4   8.8e-09   1.9e-07   28.7   0.1   618   776    21   179    16   183 0.85 -
scaffold_2:27179897-27178689  -            403 7941at71240          -            811   1.5e-17   62.1   5.9   2   4   3.5e-10   7.8e-09   33.3   0.8   635   775   105   248   102   256 0.90 -
scaffold_2:27179897-27178689  -            403 7941at71240          -            811   1.5e-17   62.1   5.9   3   4     0.017      0.38    7.9   0.1    81   135   260   316   247   326 0.61 -
scaffold_2:27179897-27178689  -            403 7941at71240          -            811   1.5e-17   62.1   5.9   4   4   0.00046      0.01   13.1   0.1   548   637   294   386   291   399 0.81 -
scaffold_6:4578618-4582171    -            379 7941at71240          -            811   1.6e-17   62.0   0.1   1   2   2.2e-08   4.8e-07   27.4   0.0   675   777   127   232   118   239 0.86 -
scaffold_6:4578618-4582171    -            379 7941at71240          -            811   1.6e-17   62.0   0.1   2   2   1.3e-09   2.9e-08   31.4   0.0   717   785   242   310   228   330 0.89 -
scaffold_60:173458-172403     -            352 7941at71240          -            811   1.9e-17   61.8   0.1   1   3   2.1e-15   4.7e-14   50.6   0.1   658   776     6   127     1   158 0.84 -
scaffold_60:173458-172403     -            352 7941at71240          -            811   1.9e-17   61.8   0.1   2   3     0.012      0.26    8.4   0.0   699   760   224   285   212   312 0.60 -
scaffold_60:173458-172403     -            352 7941at71240          -            811   1.9e-17   61.8   0.1   3   3         9     2e+02   -1.1   0.0   105   154   301   352   293   352 0.83 -
scaffold_42:445561-444506     -            352 7941at71240          -            811     5e-17   60.4   0.1   1   3   5.5e-15   1.2e-13   49.2   0.1   658   776     6   127     1   158 0.79 -
scaffold_42:445561-444506     -            352 7941at71240          -            811     5e-17   60.4   0.1   2   3     0.012      0.26    8.4   0.0   699   760   224   285   212   312 0.60 -
scaffold_42:445561-444506     -            352 7941at71240          -            811     5e-17   60.4   0.1   3   3         9     2e+02   -1.1   0.0   105   154   301   352   293   352 0.83 -
scaffold_2:2086077-2088717    -            492 7941at71240          -            811   7.9e-17   59.7   5.6   1   3   3.8e-11   8.4e-10   36.5   1.6   586   778    62   259    27   263 0.88 -
scaffold_2:2086077-2088717    -            492 7941at71240          -            811   7.9e-17   59.7   5.6   2   3   3.1e-08   6.9e-07   26.9   0.1   646   766   158   282   157   292 0.88 -
scaffold_2:2086077-2088717    -            492 7941at71240          -            811   7.9e-17   59.7   5.6   3   3   0.00066     0.015   12.5   0.0   595   777   280   474   269   488 0.64 -
scaffold_8:19926904-19920930  -            571 7941at71240          -            811   8.5e-17   59.6   0.0   1   3   3.8e-05   0.00084   16.7   0.0   680   778    19   121     4   148 0.79 -
scaffold_8:19926904-19920930  -            571 7941at71240          -            811   8.5e-17   59.6   0.0   2   3   2.4e-06   5.3e-05   20.6   0.0   290   362   165   237   139   243 0.82 -
scaffold_8:19926904-19920930  -            571 7941at71240          -            811   8.5e-17   59.6   0.0   3   3   1.4e-10   3.1e-09   34.6   0.0   654   778   179   314   179   320 0.88 -
scaffold_5:14982084-14975396  -           1321 7941at71240          -            811   1.1e-16   59.3   1.7   1   4       7.8   1.7e+02   -0.9   0.1   398   430   769   802   760   810 0.86 -
scaffold_5:14982084-14975396  -           1321 7941at71240          -            811   1.1e-16   59.3   1.7   2   4   2.2e-12   4.8e-11   40.6   0.0   618   783   990  1159   956  1160 0.87 -
scaffold_5:14982084-14975396  -           1321 7941at71240          -            811   1.1e-16   59.3   1.7   3   4   9.9e-06   0.00022   18.6   0.0   654   770  1132  1251  1125  1254 0.89 -
scaffold_5:14982084-14975396  -           1321 7941at71240          -            811   1.1e-16   59.3   1.7   4   4      0.43       9.5    3.3   0.1   215   266  1248  1299  1236  1306 0.85 -
scaffold_3:35890723-35889452  -            424 7941at71240          -            811   1.1e-16   59.2   3.7   1   4     0.002     0.044   11.0   0.0   112   182    76   155    21   169 0.65 -
scaffold_3:35890723-35889452  -            424 7941at71240          -            811   1.1e-16   59.2   3.7   2   4     0.013      0.29    8.3   0.0   675   744   138   206   110   208 0.69 -
scaffold_3:35890723-35889452  -            424 7941at71240          -            811   1.1e-16   59.2   3.7   3   4   0.00026    0.0058   13.9   0.0   714   758   207   251   204   269 0.84 -
scaffold_3:35890723-35889452  -            424 7941at71240          -            811   1.1e-16   59.2   3.7   4   4   1.4e-06   3.1e-05   21.4   0.0   711   791   274   350   258   357 0.90 -
scaffold_9:13382693-13379589  -            446 7941at71240          -            811   1.7e-16   58.6   2.2   1   4      0.35       7.7    3.5   0.0   223   265    54    96    47   126 0.77 -
scaffold_9:13382693-13379589  -            446 7941at71240          -            811   1.7e-16   58.6   2.2   2   4   2.9e-09   6.4e-08   30.3   0.3   262   335   132   206   113   219 0.89 -
scaffold_9:13382693-13379589  -            446 7941at71240          -            811   1.7e-16   58.6   2.2   3   4     0.007      0.15    9.2   0.0   698   775   222   300   209   335 0.81 -
