#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   1   2         0         0 1283.5  21.7     1   904     2   965     2   971 0.93 -
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   2   2   7.6e-05    0.0017   15.7   0.0   886   913  1017  1044   989  1044 0.77 -
scaffold_6:29704098-29705891  -            598 8828at71240          -            913   1.5e-34  118.5   0.5   1   2     9e-29     2e-27   94.9   0.1   232   495    58   315    36   315 0.95 -
scaffold_6:29704098-29705891  -            598 8828at71240          -            913   1.5e-34  118.5   0.5   2   2   2.9e-09   6.5e-08   30.3   0.0   235   330   294   390   294   461 0.91 -
scaffold_3:37805683-37803095  -            863 8828at71240          -            913   3.2e-34  117.4   3.5   1   4    0.0097      0.21    8.7   0.0   276   310    71   105    67   111 0.91 -
scaffold_3:37805683-37803095  -            863 8828at71240          -            913   3.2e-34  117.4   3.5   2   4   1.1e-13   2.4e-12   45.0   0.1   215   462   149   392   137   392 0.85 -
scaffold_3:37805683-37803095  -            863 8828at71240          -            913   3.2e-34  117.4   3.5   3   4   2.5e-12   5.4e-11   40.5   0.8   267   471   264   471   261   474 0.91 -
scaffold_3:37805683-37803095  -            863 8828at71240          -            913   3.2e-34  117.4   3.5   4   4   2.4e-13   5.2e-12   43.8   0.0   151   329   487   665   473   687 0.86 -
scaffold_1:33399079-33401724  -            882 8828at71240          -            913   3.6e-34  117.2   2.8   1   5   0.00049     0.011   13.0   0.1   443   507   125   186   106   235 0.77 -
scaffold_1:33399079-33401724  -            882 8828at71240          -            913   3.6e-34  117.2   2.8   2   5   2.4e-08   5.2e-07   27.3   0.0   231   334   252   356   223   357 0.75 -
scaffold_1:33399079-33401724  -            882 8828at71240          -            913   3.6e-34  117.2   2.8   3   5     5e-05    0.0011   16.3   0.0   430   498   317   382   307   384 0.92 -
scaffold_1:33399079-33401724  -            882 8828at71240          -            913   3.6e-34  117.2   2.8   4   5   3.1e-07   6.9e-06   23.6   0.1   238   360   361   480   358   486 0.93 -
scaffold_1:33399079-33401724  -            882 8828at71240          -            913   3.6e-34  117.2   2.8   5   5     2e-14   4.4e-13   47.4   0.0   160   331   503   674   479   745 0.86 -
scaffold_6:15253412-15251691  -            574 8828at71240          -            913   7.9e-34  116.0   6.0   1   4     0.021      0.46    7.6   0.2   655   758    37   139     7   154 0.70 -
scaffold_6:15253412-15251691  -            574 8828at71240          -            913   7.9e-34  116.0   6.0   2   4   5.7e-13   1.3e-11   42.6   0.1   231   359   157   281   147   282 0.95 -
scaffold_6:15253412-15251691  -            574 8828at71240          -            913   7.9e-34  116.0   6.0   3   4   2.6e-11   5.8e-10   37.1   0.3   229   334   256   361   248   363 0.95 -
scaffold_6:15253412-15251691  -            574 8828at71240          -            913   7.9e-34  116.0   6.0   4   4   3.9e-14   8.6e-13   46.4   0.0   269   377   362   473   359   527 0.88 -
scaffold_1:35593126-35591021  -            702 8828at71240          -            913   1.2e-33  115.5   0.9   1   4   0.00054     0.012   12.9   0.0   686   772   100   190    97   193 0.91 -
scaffold_1:35593126-35591021  -            702 8828at71240          -            913   1.2e-33  115.5   0.9   2   4     8e-14   1.8e-12   45.4   0.1   678   823   194   343   191   359 0.86 -
scaffold_1:35593126-35591021  -            702 8828at71240          -            913   1.2e-33  115.5   0.9   3   4    0.0011     0.024   11.9   0.0   398   464   326   392   323   397 0.61 -
scaffold_1:35593126-35591021  -            702 8828at71240          -            913   1.2e-33  115.5   0.9   4   4   1.2e-15   2.6e-14   51.5   0.0   192   328   359   493   356   501 0.93 -
scaffold_5:7657469-7655793    -            559 8828at71240          -            913   7.7e-33  112.8   0.4   1   2     9e-15     2e-13   48.5   0.1   169   295    32   148    24   152 0.93 -
scaffold_5:7657469-7655793    -            559 8828at71240          -            913   7.7e-33  112.8   0.4   2   2   1.9e-17   4.2e-16   57.4   0.0   134   396   153   421   151   425 0.87 -
scaffold_11:7776654-7775113   -            514 8828at71240          -            913   1.7e-32  111.7   3.7   1   3     0.027      0.59    7.3   0.0   759   838   126   214   102   218 0.72 -
scaffold_11:7776654-7775113   -            514 8828at71240          -            913   1.7e-32  111.7   3.7   2   3     1e-25   2.3e-24   84.7   0.6   204   398   192   391   190   394 0.87 -
scaffold_11:7776654-7775113   -            514 8828at71240          -            913   1.7e-32  111.7   3.7   3   3     9e-08     2e-06   25.4   0.2   223   332   385   494   380   499 0.85 -
scaffold_3:35384533-35382767  -            589 8828at71240          -            913   2.5e-32  111.1   0.0   1   3   0.00028    0.0062   13.8   0.0   169   294    50   176    39   179 0.86 -
scaffold_3:35384533-35382767  -            589 8828at71240          -            913   2.5e-32  111.1   0.0   2   3   3.8e-19   8.5e-18   63.0   0.0   678   837   180   343   177   343 0.93 -
scaffold_3:35384533-35382767  -            589 8828at71240          -            913   2.5e-32  111.1   0.0   3   3   2.8e-14   6.2e-13   46.9   0.0   230   364   279   411   271   453 0.85 -
scaffold_11:7776654-7766039   -            540 8828at71240          -            913   2.7e-32  111.0   4.0   1   3     0.029      0.64    7.2   0.0   759   838   126   214   106   219 0.71 -
scaffold_11:7776654-7766039   -            540 8828at71240          -            913   2.7e-32  111.0   4.0   2   3   8.1e-26   1.8e-24   85.1   1.0   202   398   190   391   155   394 0.86 -
scaffold_11:7776654-7766039   -            540 8828at71240          -            913   2.7e-32  111.0   4.0   3   3   9.8e-08   2.2e-06   25.3   0.2   223   332   385   494   380   499 0.85 -
scaffold_7:1892467-1891961    -            169 8828at71240          -            913   3.1e-32  110.8   2.0   1   2   4.3e-07   9.4e-06   23.1   0.1   421   466    17    62     3    67 0.75 -
scaffold_7:1892467-1891961    -            169 8828at71240          -            913   3.1e-32  110.8   2.0   2   2   1.3e-26   2.8e-25   87.8   0.3   264   363    67   166    60   169 0.94 -
scaffold_4:14590393-14599420  -            618 8828at71240          -            913   3.4e-32  110.7   0.2   1   2   1.7e-14   3.6e-13   47.7   0.0   248   357    33   142    23   153 0.91 -
scaffold_4:14590393-14599420  -            618 8828at71240          -            913   3.4e-32  110.7   0.2   2   2   1.6e-17   3.5e-16   57.7   0.0   235   411   175   355   144   367 0.85 -
scaffold_4:3971574-3973115    -            514 8828at71240          -            913   3.8e-32  110.5   0.0   1   3   7.2e-12   1.6e-10   38.9   0.0   681   806   103   233    56   237 0.91 -
scaffold_4:3971574-3973115    -            514 8828at71240          -            913   3.8e-32  110.5   0.0   2   3   4.2e-20   9.3e-19   66.2   0.0   137   329   238   433   234   438 0.93 -
scaffold_4:3971574-3973115    -            514 8828at71240          -            913   3.8e-32  110.5   0.0   3   3         2        44    1.1   0.0   485   537   455   507   444   514 0.86 -
scaffold_7:28438442-28436541  -            634 8828at71240          -            913   3.8e-32  110.5   0.3   1   4      0.31       6.7    3.8   0.0   402   461    63   122    36   132 0.90 -
scaffold_7:28438442-28436541  -            634 8828at71240          -            913   3.8e-32  110.5   0.3   2   4   4.5e-08   9.9e-07   26.4   0.1   392   498   154   222   138   225 0.52 -
scaffold_7:28438442-28436541  -            634 8828at71240          -            913   3.8e-32  110.5   0.3   3   4   3.8e-15   8.4e-14   49.8   0.0   231   365   225   355   223   360 0.96 -
scaffold_7:28438442-28436541  -            634 8828at71240          -            913   3.8e-32  110.5   0.3   4   4   5.6e-09   1.2e-07   29.4   0.0   662   781   346   469   345   499 0.65 -
scaffold_7:24463119-24461182  -            646 8828at71240          -            913   9.2e-32  109.2   0.0   1   2   6.9e-16   1.5e-14   52.2   0.0   143   363    73   295    61   301 0.87 -
scaffold_7:24463119-24461182  -            646 8828at71240          -            913   9.2e-32  109.2   0.0   2   2   1.2e-16   2.6e-15   54.8   0.0   164   366   403   611   382   636 0.89 -
scaffold_10:20593980-20592202 -            593 8828at71240          -            913   1.2e-31  108.8   7.7   1   5    0.0038     0.085   10.1   0.0   406   483   108   181    80   194 0.70 -
scaffold_10:20593980-20592202 -            593 8828at71240          -            913   1.2e-31  108.8   7.7   2   5   2.9e-09   6.4e-08   30.3   0.1   212   332   218   335   203   336 0.88 -
scaffold_10:20593980-20592202 -            593 8828at71240          -            913   1.2e-31  108.8   7.7   3   5   7.6e-10   1.7e-08   32.3   0.8   192   330   299   434   296   436 0.93 -
scaffold_10:20593980-20592202 -            593 8828at71240          -            913   1.2e-31  108.8   7.7   4   5     3e-11   6.5e-10   36.9   0.0   226   333   431   539   424   540 0.87 -
scaffold_10:20593980-20592202 -            593 8828at71240          -            913   1.2e-31  108.8   7.7   5   5   3.4e-05   0.00075   16.9   0.3   200   276   510   583   490   589 0.67 -
scaffold_5:24616922-24618235  -            438 8828at71240          -            913   1.4e-31  108.6   0.3   1   3   1.5e-13   3.4e-12   44.5   0.1   253   355   152   258   141   268 0.86 -
scaffold_5:24616922-24618235  -            438 8828at71240          -            913   1.4e-31  108.6   0.3   2   3   1.7e-10   3.7e-09   34.4   0.0   421   479   270   329   266   331 0.58 -
scaffold_5:24616922-24618235  -            438 8828at71240          -            913   1.4e-31  108.6   0.3   3   3   2.1e-09   4.5e-08   30.8   0.0   232   320   321   410   317   425 0.78 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   1   7    0.0068      0.15    9.2   0.0   718   788    26    98     8   109 0.72 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   2   7   2.9e-07   6.4e-06   23.7   0.3   217   334   135   255   111   257 0.83 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   3   7     3e-10   6.7e-09   33.6   0.5   194   333   219   355   190   358 0.92 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   4   7   3.7e-09   8.1e-08   30.0   0.4   678   818   254   400   254   414 0.85 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   5   7   7.9e-06   0.00017   19.0   0.0   747   815   425   495   410   504 0.87 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   6   7   3.1e-06   6.9e-05   20.3   0.1   728   837   507   618   495   625 0.73 -
scaffold_1:40753747-40751156  -            864 8828at71240          -            913   2.6e-31  107.7   7.1   7   7      0.19       4.2    4.5   0.0   441   595   631   784   622   798 0.80 -
scaffold_6:27814354-27816513  -            720 8828at71240          -            913   1.9e-30  104.8   0.3   1   3   5.1e-10   1.1e-08   32.8   0.0   680   816    10   150     6   158 0.83 -
scaffold_6:27814354-27816513  -            720 8828at71240          -            913   1.9e-30  104.8   0.3   2   3   2.2e-06   4.9e-05   20.8   0.0   135   294   182   340   173   343 0.88 -
scaffold_6:27814354-27816513  -            720 8828at71240          -            913   1.9e-30  104.8   0.3   3   3   6.1e-14   1.3e-12   45.8   0.0   161   329   345   512   339   516 0.92 -
scaffold_9:3122685-3120481    -            735 8828at71240          -            913   2.8e-30  104.3   0.1   1   4   1.6e-09   3.6e-08   31.2   0.0   715   840     2   129     1   137 0.89 -
scaffold_9:3122685-3120481    -            735 8828at71240          -            913   2.8e-30  104.3   0.1   2   4   2.9e-08   6.5e-07   27.0   0.2   167   367   137   327   131   333 0.86 -
scaffold_9:3122685-3120481    -            735 8828at71240          -            913   2.8e-30  104.3   0.1   3   4   6.2e-12   1.4e-10   39.2   0.0   233   491   400   660   384   680 0.82 -
scaffold_9:3122685-3120481    -            735 8828at71240          -            913   2.8e-30  104.3   0.1   4   4       1.4        30    1.6   0.0   707   759   636   685   609   704 0.71 -
scaffold_559:24765-25295      -            177 8828at71240          -            913   2.8e-30  104.3   0.7   1   1   1.2e-30   2.7e-29  101.1   0.7   233   403     2   177     1   177 0.91 -
scaffold_14:1968379-1966373   -            669 8828at71240          -            913   2.8e-30  104.3   0.2   1   2   1.8e-06   3.9e-05   21.1   0.0   328   460    48   181    45   194 0.80 -
scaffold_14:1968379-1966373   -            669 8828at71240          -            913   2.8e-30  104.3   0.2   2   2     1e-23   2.3e-22   78.1   0.0   235   573   235   571   218   588 0.89 -
scaffold_5:32909396-32908086  -            437 8828at71240          -            913   4.7e-30  103.6   0.1   1   3   5.8e-13   1.3e-11   42.6   0.0   253   355   151   257   140   268 0.87 -
scaffold_5:32909396-32908086  -            437 8828at71240          -            913   4.7e-30  103.6   0.1   2   3   5.8e-10   1.3e-08   32.6   0.0   421   478   269   327   265   328 0.55 -
scaffold_5:32909396-32908086  -            437 8828at71240          -            913   4.7e-30  103.6   0.1   3   3   4.4e-09   9.7e-08   29.7   0.0   230   317   318   406   310   425 0.72 -
scaffold_7:24218345-24217524  -            274 8828at71240          -            913     6e-30  103.2   1.1   1   1     2e-30   4.4e-29  100.3   1.0   239   491     2   260     1   263 0.86 -
scaffold_11:7448555-7450624   -            690 8828at71240          -            913   6.1e-30  103.2   0.1   1   2   1.6e-06   3.6e-05   21.2   0.0   328   460    69   202    65   214 0.80 -
scaffold_11:7448555-7450624   -            690 8828at71240          -            913   6.1e-30  103.2   0.1   2   2   4.8e-24   1.1e-22   79.2   0.0   230   573   251   592   226   685 0.89 -
scaffold_14:2003814-2001757   -            686 8828at71240          -            913     1e-29  102.5   0.3   1   2   9.1e-06    0.0002   18.8   0.0   328   460    65   198    62   214 0.79 -
scaffold_14:2003814-2001757   -            686 8828at71240          -            913     1e-29  102.5   0.3   2   2   6.4e-24   1.4e-22   78.8   0.0   235   573   252   588   234   605 0.89 -
scaffold_1:3759214-3692816    -            268 8828at71240          -            913   1.2e-29  102.2   0.0   1   2   1.4e-23   3.1e-22   77.7   0.0   232   362    84   215    69   222 0.94 -
scaffold_1:3759214-3692816    -            268 8828at71240          -            913   1.2e-29  102.2   0.0   2   2   6.8e-07   1.5e-05   22.5   0.0   770   818   220   268   215   268 0.85 -
scaffold_4:459690-460694      -            335 8828at71240          -            913   1.2e-29  102.2   0.1   1   2   8.9e-06    0.0002   18.8   0.0   400   568    31   213    11   215 0.80 -
scaffold_4:459690-460694      -            335 8828at71240          -            913   1.2e-29  102.2   0.1   2   2   9.1e-25     2e-23   81.6   0.1   239   350   213   324   209   333 0.97 -
scaffold_10:16718731-16719183 -            151 8828at71240          -            913   3.2e-29  100.8   0.0   1   1   1.5e-30   3.4e-29  100.7   0.0   232   372     5   150     1   151 0.92 -
scaffold_10:17540355-17539792 -            188 8828at71240          -            913   4.6e-29  100.3   0.1   1   2   1.9e-09   4.2e-08   30.9   0.0   306   357     2    53     1    53 0.94 -
scaffold_10:17540355-17539792 -            188 8828at71240          -            913   4.6e-29  100.3   0.1   2   2   2.5e-22   5.6e-21   73.5   0.3   239   357    40   158    39   170 0.95 -
scaffold_494:2744-4633        -            630 8828at71240          -            913   5.3e-29  100.1   0.7   1   3   4.2e-07   9.2e-06   23.2   0.0   691   807     9   129     2   130 0.73 -
scaffold_494:2744-4633        -            630 8828at71240          -            913   5.3e-29  100.1   0.7   2   3   2.1e-05   0.00045   17.6   0.1   251   322   116   183   102   199 0.83 -
scaffold_494:2744-4633        -            630 8828at71240          -            913   5.3e-29  100.1   0.7   3   3   1.1e-17   2.5e-16   58.2   0.0   143   364   209   428   200   502 0.87 -
scaffold_1:39752319-39750457  -            621 8828at71240          -            913   8.8e-29   99.4   0.0   1   3   9.7e-06   0.00021   18.7   0.0   235   326    70   164    53   173 0.77 -
scaffold_1:39752319-39750457  -            621 8828at71240          -            913   8.8e-29   99.4   0.0   2   3   1.6e-16   3.5e-15   54.3   0.0   192   356   176   333   166   341 0.92 -
scaffold_1:39752319-39750457  -            621 8828at71240          -            913   8.8e-29   99.4   0.0   3   3   5.1e-07   1.1e-05   22.9   0.0   663   809   334   485   331   487 0.64 -
scaffold_5:2099276-2101159    -            482 8828at71240          -            913   2.2e-28   98.0   1.9   1   1   3.2e-29     7e-28   96.4   1.8   229   535   132   453   117   464 0.87 -
scaffold_5:6345012-6344029    -            328 8828at71240          -            913   5.2e-28   96.8   0.2   1   2   1.3e-16   2.8e-15   54.7   0.1   240   354   116   230   102   233 0.89 -
scaffold_5:6345012-6344029    -            328 8828at71240          -            913   5.2e-28   96.8   0.2   2   2   6.3e-12   1.4e-10   39.1   0.0   291   365   237   311   230   318 0.71 -
scaffold_4:12452585-12454405  -            607 8828at71240          -            913     1e-27   95.8   0.0   1   2   7.3e-13   1.6e-11   42.2   0.0   235   336   100   201    90   217 0.93 -
scaffold_4:12452585-12454405  -            607 8828at71240          -            913     1e-27   95.8   0.0   2   2   1.1e-15   2.5e-14   51.5   0.0   196   332   267   401   230   433 0.60 -
scaffold_3:36495261-36497362  -            631 8828at71240          -            913   1.9e-27   94.9   0.1   1   3     1e-09   2.2e-08   31.8   0.0   677   802    15   144     4   151 0.91 -
scaffold_3:36495261-36497362  -            631 8828at71240          -            913   1.9e-27   94.9   0.1   2   3   6.1e-09   1.4e-07   29.2   0.0   267   472   117   332   115   334 0.85 -
scaffold_3:36495261-36497362  -            631 8828at71240          -            913   1.9e-27   94.9   0.1   3   3   1.3e-11   2.8e-10   38.1   0.1   233   332   329   429   327   435 0.94 -
scaffold_3:35890723-35889452  -            424 8828at71240          -            913   2.7e-27   94.4   2.7   1   3     0.013       0.3    8.3   0.0   418   466    25    73    16    81 0.90 -
scaffold_3:35890723-35889452  -            424 8828at71240          -            913   2.7e-27   94.4   2.7   2   3   8.5e-20   1.9e-18   65.2   0.2   234   485    77   322    72   329 0.91 -
scaffold_3:35890723-35889452  -            424 8828at71240          -            913   2.7e-27   94.4   2.7   3   3   2.7e-09     6e-08   30.4   0.3   191   338   270   414   268   418 0.92 -
scaffold_3:34396763-34399009  -            749 8828at71240          -            913   7.5e-27   93.0   0.5   1   4   2.5e-05   0.00055   17.3   0.1   718   833    11   128     1   152 0.72 -
scaffold_3:34396763-34399009  -            749 8828at71240          -            913   7.5e-27   93.0   0.5   2   4     0.021      0.47    7.6   0.0   752   807   192   247   184   249 0.81 -
scaffold_3:34396763-34399009  -            749 8828at71240          -            913   7.5e-27   93.0   0.5   3   4   2.8e-13   6.2e-12   43.6   0.0   237   467   220   446   214   454 0.91 -
scaffold_3:34396763-34399009  -            749 8828at71240          -            913   7.5e-27   93.0   0.5   4   4   1.9e-12   4.2e-11   40.9   0.0   171   425   353   609   351   615 0.86 -
scaffold_2:9507983-9509221    -            413 8828at71240          -            913     8e-27   92.9   7.1   1   2     7e-18   1.5e-16   58.8   3.7    92   360    51   326    48   327 0.87 -
scaffold_2:9507983-9509221    -            413 8828at71240          -            913     8e-27   92.9   7.1   2   2   7.2e-11   1.6e-09   35.6   0.1   243   341   314   412   311   413 0.95 -
scaffold_5:6654023-6683838    -            533 8828at71240          -            913     1e-26   92.5   5.1   1   5    0.0081      0.18    9.0   0.0   754   821    41   109     8   134 0.77 -
scaffold_5:6654023-6683838    -            533 8828at71240          -            913     1e-26   92.5   5.1   2   5       1.1        25    1.9   0.0   409   464   105   160   102   162 0.79 -
scaffold_5:6654023-6683838    -            533 8828at71240          -            913     1e-26   92.5   5.1   3   5     0.054       1.2    6.3   0.0   436   464   163   191   120   209 0.65 -
scaffold_5:6654023-6683838    -            533 8828at71240          -            913     1e-26   92.5   5.1   4   5   7.2e-18   1.6e-16   58.8   0.3   164   354   205   383   196   386 0.91 -
scaffold_5:6654023-6683838    -            533 8828at71240          -            913     1e-26   92.5   5.1   5   5   4.2e-07   9.4e-06   23.2   0.4   233   752   367   465   366   514 0.53 -
scaffold_1:26176582-26174777  -            602 8828at71240          -            913   1.1e-26   92.4   0.0   1   3     7e-08   1.6e-06   25.7   0.0   235   366    95   222    33   234 0.65 -
scaffold_1:26176582-26174777  -            602 8828at71240          -            913   1.1e-26   92.4   0.0   2   3   9.2e-11     2e-09   35.3   0.0   264   465    89   291    80   305 0.90 -
scaffold_1:26176582-26174777  -            602 8828at71240          -            913   1.1e-26   92.4   0.0   3   3   2.1e-13   4.5e-12   44.1   0.0   679   837   194   356   193   368 0.90 -
scaffold_19:109585-110127     -            181 8828at71240          -            913   6.5e-26   89.9   0.0   1   1   3.2e-27   7.1e-26   89.7   0.0   229   355    49   179    16   181 0.87 -
scaffold_10:4069897-4068719   -            390 8828at71240          -            913     8e-26   89.6   0.2   1   3   2.6e-11   5.8e-10   37.1   0.0   403   498    86   184    78   185 0.87 -
scaffold_10:4069897-4068719   -            390 8828at71240          -            913     8e-26   89.6   0.2   2   3   1.5e-07   3.3e-06   24.6   0.0   404   504   261   371   252   374 0.82 -
scaffold_10:4069897-4068719   -            390 8828at71240          -            913     8e-26   89.6   0.2   3   3   5.1e-06   0.00011   19.6   0.0   714   757   341   384   335   388 0.66 -
scaffold_6:23974843-23976438  -            532 8828at71240          -            913   8.4e-26   89.5   0.1   1   2   1.5e-12   3.2e-11   41.2   0.0   678   817    48   192    44   198 0.90 -
scaffold_6:23974843-23976438  -            532 8828at71240          -            913   8.4e-26   89.5   0.1   2   2   5.1e-14   1.1e-12   46.1   0.0   132   358   220   443   210   515 0.89 -
scaffold_9:9479500-9478586    -            305 8828at71240          -            913   9.7e-26   89.3   0.6   1   2   2.8e-17   6.3e-16   56.8   0.1   172   369     9   209     2   211 0.85 -
scaffold_9:9479500-9478586    -            305 8828at71240          -            913   9.7e-26   89.3   0.6   2   2   3.1e-10   6.8e-09   33.5   0.1   258   360   203   305   201   305 0.95 -
scaffold_7:3550090-3549794    -             99 8828at71240          -            913   9.8e-26   89.3   0.1   1   1   4.8e-27   1.1e-25   89.1   0.1   259   357     1    99     1    99 0.99 -
scaffold_10:17416504-17414405 -            700 8828at71240          -            913   1.2e-25   89.0   5.7   1   4   0.00088     0.019   12.2   0.0   420   504    43   124    33   128 0.89 -
scaffold_10:17416504-17414405 -            700 8828at71240          -            913   1.2e-25   89.0   5.7   2   4   5.8e-06   0.00013   19.4   0.7   139   348    98   303    96   308 0.75 -
scaffold_10:17416504-17414405 -            700 8828at71240          -            913   1.2e-25   89.0   5.7   3   4   4.3e-16   9.6e-15   52.9   0.9   152   330   323   503   319   503 0.86 -
scaffold_10:17416504-17414405 -            700 8828at71240          -            913   1.2e-25   89.0   5.7   4   4   0.00048     0.011   13.0   0.0   162   264   473   573   469   579 0.77 -
scaffold_4:6459518-6461547    -            629 8828at71240          -            913   1.5e-25   88.7   0.4   1   3   0.00025    0.0055   14.0   0.0   689   810    31   153    27   165 0.58 -
scaffold_4:6459518-6461547    -            629 8828at71240          -            913   1.5e-25   88.7   0.4   2   3   3.5e-06   7.6e-05   20.1   0.0   203   332    92   218    76   222 0.62 -
scaffold_4:6459518-6461547    -            629 8828at71240          -            913   1.5e-25   88.7   0.4   3   3   1.5e-20   3.3e-19   67.7   0.1   129   365   185   421   175   433 0.89 -
scaffold_4:2725688-2717872    -            765 8828at71240          -            913     2e-25   88.3   8.7   1   2   3.2e-11     7e-10   36.8   5.2   281   495   167   396   131   405 0.76 -
scaffold_4:2725688-2717872    -            765 8828at71240          -            913     2e-25   88.3   8.7   2   2   4.7e-15     1e-13   49.5   0.1   251   356   471   576   442   613 0.81 -
scaffold_6:23019636-23020874  -            413 8828at71240          -            913   4.3e-25   87.2   0.0   1   4   0.00012    0.0027   15.0   0.0   236   331   100   191    47   192 0.70 -
scaffold_6:23019636-23020874  -            413 8828at71240          -            913   4.3e-25   87.2   0.0   2   4   1.2e-06   2.6e-05   21.7   0.1   237   296   167   222   161   225 0.88 -
scaffold_6:23019636-23020874  -            413 8828at71240          -            913   4.3e-25   87.2   0.0   3   4   2.3e-09   5.1e-08   30.6   0.0   231   334   223   326   221   328 0.97 -
scaffold_6:23019636-23020874  -            413 8828at71240          -            913   4.3e-25   87.2   0.0   4   4   3.1e-07   6.9e-06   23.6   0.0   678   755   325   405   323   412 0.83 -
scaffold_3:31800395-31802077  -            561 8828at71240          -            913   4.4e-25   87.1   0.0   1   2   1.4e-16   3.1e-15   54.5   0.0   238   463    26   249     1   253 0.93 -
scaffold_3:31800395-31802077  -            561 8828at71240          -            913   4.4e-25   87.1   0.0   2   2   3.3e-09   7.3e-08   30.1   0.0   232   380   254   404   250   464 0.78 -
scaffold_7:6056772-6058496    -            575 8828at71240          -            913   4.4e-25   87.1   2.7   1   3   0.00045      0.01   13.1   0.1   161   258   168   271   137   282 0.54 -
scaffold_7:6056772-6058496    -            575 8828at71240          -            913   4.4e-25   87.1   2.7   2   3   1.1e-18   2.4e-17   61.5   0.3   165   367   207   418   204   426 0.85 -
scaffold_7:6056772-6058496    -            575 8828at71240          -            913   4.4e-25   87.1   2.7   3   3   5.5e-06   0.00012   19.5   0.1   716   775   429   489   420   536 0.83 -
scaffold_6:27818880-27820394  -            505 8828at71240          -            913   4.8e-25   87.0   3.5   1   4     1e-09   2.3e-08   31.8   0.6   319   474     3   155     1   193 0.70 -
scaffold_6:27818880-27820394  -            505 8828at71240          -            913   4.8e-25   87.0   3.5   2   4   0.00042    0.0093   13.2   0.1   679   787   119   231   118   280 0.52 -
scaffold_6:27818880-27820394  -            505 8828at71240          -            913   4.8e-25   87.0   3.5   3   4   1.4e-08   3.2e-07   28.0   0.0   226   335   316   425   294   434 0.90 -
scaffold_6:27818880-27820394  -            505 8828at71240          -            913   4.8e-25   87.0   3.5   4   4   1.1e-05   0.00025   18.4   0.0   406   466   427   487   423   505 0.83 -
scaffold_1:26774609-26773272  -            446 8828at71240          -            913   5.3e-25   86.8   0.5   1   1   3.5e-24   7.7e-23   79.7   0.5   229   505    99   390    85   392 0.89 -
scaffold_2:7221923-7220616    -            436 8828at71240          -            913   8.1e-25   86.2   0.0   1   2   2.8e-19   6.3e-18   63.4   0.0   167   442    10   284     3   288 0.87 -
scaffold_2:7221923-7220616    -            436 8828at71240          -            913   8.1e-25   86.2   0.0   2   2   5.8e-06   0.00013   19.4   0.1   251   330   290   371   287   379 0.88 -
scaffold_4:34109055-34099585  -            322 8828at71240          -            913   1.9e-24   85.0   2.2   1   3     0.055       1.2    6.2   0.0   341   365     1    25     1    46 0.58 -
scaffold_4:34109055-34099585  -            322 8828at71240          -            913   1.9e-24   85.0   2.2   2   3   1.2e-15   2.5e-14   51.5   0.3   236   361    83   208    73   210 0.96 -
scaffold_4:34109055-34099585  -            322 8828at71240          -            913   1.9e-24   85.0   2.2   3   3   3.8e-08   8.4e-07   26.6   0.1   256   346   208   298   207   305 0.97 -
scaffold_3:31663022-31664941  -            640 8828at71240          -            913   2.4e-24   84.6   0.2   1   3   7.5e-11   1.7e-09   35.6   0.0   239   464    35   257    30   265 0.88 -
scaffold_3:31663022-31664941  -            640 8828at71240          -            913   2.4e-24   84.6   0.2   2   3     3e-14   6.7e-13   46.8   0.0   128   330   225   432   220   440 0.87 -
scaffold_3:31663022-31664941  -            640 8828at71240          -            913   2.4e-24   84.6   0.2   3   3    0.0001    0.0022   15.3   0.0   441   595   408   560   408   582 0.87 -
scaffold_10:15252633-15253769 -            379 8828at71240          -            913   6.3e-24   83.3   0.8   1   1   5.9e-25   1.3e-23   82.2   0.8   239   358   215   334   201   342 0.96 -
scaffold_3:7337925-7339262    -            446 8828at71240          -            913   1.1e-23   82.5   2.2   1   3   8.7e-11   1.9e-09   35.4   0.0   238   454    77   287    57   289 0.87 -
scaffold_3:7337925-7339262    -            446 8828at71240          -            913   1.1e-23   82.5   2.2   2   3   9.1e-12     2e-10   38.6   0.3   133   351   143   350   142   351 0.91 -
scaffold_3:7337925-7339262    -            446 8828at71240          -            913   1.1e-23   82.5   2.2   3   3   8.4e-07   1.9e-05   22.2   0.2   194   298   301   402   298   431 0.72 -
